dataset,canonical_sha256,circuits,member_N,qubits,gates_2q,M1,M2,Default
qmap154,e0b103d516baa0b7f6568f867dab262f2f66620405eb887fb0a4bc2b3b83db45,"[""rd32-v1_68""]",1,4,12,"{""fidelity"": 0.8807808223680241, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.007868912344780167, ""log_fidelity"": -0.1269464667807012, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2295.7742021789913, ""transfers"": 52.0}","{""fidelity"": 0.8805640021297869, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.008115110858911789, ""log_fidelity"": -0.12719266529483284, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2335.914364194275, ""transfers"": 52.0}","{""fidelity"": 0.8787777986123866, ""idle_exposures"": 9.0, ""log_atom_transfer"": -0.03401701134184017, ""log_coherence_linear"": -0.005626481695835321, ""log_fidelity"": -0.12922320209031904, ""log_idle_excitation"": -0.022528171963066293, ""move_batches"": 16.0, ""move_time_us"": 1597.5022374496552, ""transfers"": 34.0}"
qmap154,e0dd04c87b06b77340c2ea5884b0d7aa8c08bc173a7ad4a394604075fca77d6e,"[""alu-v4_37""]",1,5,18,"{""fidelity"": 0.8206205846656462, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08404202802101689, ""log_coherence_linear"": -0.014125238268810111, ""log_fidelity"": -0.19769441439268592, ""log_idle_excitation"": 0.0, ""move_batches"": 34.0, ""move_time_us"": 3242.819722750612, ""transfers"": 84.0}","{""fidelity"": 0.8210079178006117, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08404202802101689, ""log_coherence_linear"": -0.01365334935902187, ""log_fidelity"": -0.19722252548289768, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3049.64575664155, ""transfers"": 84.0}","{""fidelity"": 0.8226687026613304, ""idle_exposures"": 13.0, ""log_atom_transfer"": -0.05202601734634379, ""log_coherence_linear"": -0.011107849471330379, ""log_fidelity"": -0.1952017077560733, ""log_idle_excitation"": -0.0325406928355402, ""move_batches"": 23.0, ""move_time_us"": 2348.2464029940106, ""transfers"": 52.0}"
qmap154,e20660c789713938e6f9c85c8aab18f2cf88dd5e6ecb77cb136fab96c9497ff9,"[""mod5mils_65""]",1,5,16,"{""fidelity"": 0.84318947112727, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.01332754594607344, ""log_fidelity"": -0.17056358807652214, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3101.456533667922, ""transfers"": 68.0}","{""fidelity"": 0.842637516919016, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.013982363115202168, ""log_fidelity"": -0.17121840524565085, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3141.365922961744, ""transfers"": 68.0}","{""fidelity"": 0.8417545444165311, ""idle_exposures"": 11.0, ""log_atom_transfer"": -0.04602301534484258, ""log_coherence_linear"": -0.009507354992374605, ""log_fidelity"": -0.1722668221832888, ""log_idle_excitation"": -0.027534432399303248, ""move_batches"": 22.0, ""move_time_us"": 2204.740082238138, ""transfers"": 46.0}"
qmap154,e681b288918d9cc524f0c1d7c1a8a165a6636b4125d31d13e102129be7eb25b0,"[""4mod7-v1_96""]",1,5,70,"{""fidelity"": 0.4752294106930539, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2881440960720579, ""log_coherence_linear"": -0.06562970176037701, ""log_fidelity"": -0.743957621659796, ""log_idle_excitation"": 0.0, ""move_batches"": 134.0, ""move_time_us"": 15118.36035056448, ""transfers"": 288.0}","{""fidelity"": 0.4776744972610995, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.292146097406392, ""log_coherence_linear"": -0.056495825294012536, ""log_fidelity"": -0.7388257465277657, ""log_idle_excitation"": 0.0, ""move_batches"": 128.0, ""move_time_us"": 12267.454711528178, ""transfers"": 292.0}","{""fidelity"": 0.4768748215808535, ""idle_exposures"": 46.0, ""log_atom_transfer"": -0.19209606404803858, ""log_coherence_linear"": -0.04307737317701399, ""log_fidelity"": -0.7405012510858636, ""log_idle_excitation"": -0.11514399003344994, ""move_batches"": 89.0, ""move_time_us"": 9675.177864848421, ""transfers"": 192.0}"
qmap154,e73d2832157ee147f3cbb3f3ebebd285b8fda1cbf0b6e8f4627f21cf488be333,"[""one-two-three-v2_100""]",1,5,32,"{""fidelity"": 0.7082193090609793, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14007004670169482, ""log_coherence_linear"": -0.027427524124764565, ""log_fidelity"": -0.34500147469299014, ""log_idle_excitation"": 0.0, ""move_batches"": 62.0, ""move_time_us"": 6547.55138544528, ""transfers"": 140.0}","{""fidelity"": 0.7094507855828208, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14007004670169482, ""log_coherence_linear"": -0.02569019914874776, ""log_fidelity"": -0.34326414971697333, ""log_idle_excitation"": 0.0, ""move_batches"": 59.0, ""move_time_us"": 5730.218596084863, ""transfers"": 140.0}","{""fidelity"": 0.7083884621599502, ""idle_exposures"": 22.0, ""log_atom_transfer"": -0.09404703135685223, ""log_coherence_linear"": -0.018142860366559866, ""log_fidelity"": -0.3447626603885493, ""log_idle_excitation"": -0.055068864798606496, ""move_batches"": 42.0, ""move_time_us"": 4157.912073531643, ""transfers"": 94.0}"
qmap154,e86d670b4294ec453133e6dd18dfac6f90a9459e0c10d6fd7754d621e9f262fe,"[""ising_model_13""]",1,13,120,"{""fidelity"": 0.3431601804260797, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2641320880660531, ""log_coherence_linear"": -0.14601214887046388, ""log_fidelity"": -1.0695579424992159, ""log_idle_excitation"": 0.0, ""move_batches"": 66.0, ""move_time_us"": 7793.328545537666, ""transfers"": 264.0}","{""fidelity"": 0.34114159472518574, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2841420947377238, ""log_coherence_linear"": -0.13190185378569502, ""log_fidelity"": -1.0754576540861178, ""log_idle_excitation"": 0.0, ""move_batches"": 49.0, ""move_time_us"": 6205.620274791484, ""transfers"": 284.0}","{""fidelity"": 0.37691103695713307, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1600800533733655, ""log_coherence_linear"": -0.1416131351106636, ""log_fidelity"": -0.9757460956219267, ""log_idle_excitation"": 0.0, ""move_batches"": 66.0, ""move_time_us"": 7159.815369636961, ""transfers"": 160.0}"
qmap154,e88e32620ce6fb291b6b742761a195ada2487c3a63177d4cb5041b1265b848a3,"[""alu-v2_31""]",1,5,198,"{""fidelity"": 0.12425955446226541, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8284142762071665, ""log_coherence_linear"": -0.15406859929955255, ""log_fidelity"": -2.085382719881221, ""log_idle_excitation"": 0.0, ""move_batches"": 351.0, ""move_time_us"": 32904.01203717397, ""transfers"": 828.0}","{""fidelity"": 0.12441320771749874, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8284142762071665, ""log_coherence_linear"": -0.15283281236863994, ""log_fidelity"": -2.084146932950308, ""log_idle_excitation"": 0.0, ""move_batches"": 345.0, ""move_time_us"": 32297.584724046716, ""transfers"": 828.0}","{""fidelity"": 0.12077535724979412, ""idle_exposures"": 132.0, ""log_atom_transfer"": -0.5582791861396121, ""log_coherence_linear"": -0.12223079126227876, ""log_fidelity"": -2.113823010568032, ""log_idle_excitation"": -0.33041318879163895, ""move_batches"": 256.0, ""move_time_us"": 26647.92121692785, ""transfers"": 558.0}"
qmap154,e89bcbd9bbde57b6c42fa552af0bbed91f62d8fcc42c2861bc6203eec7d7c811,"[""ex-1_166""]",1,3,9,"{""fidelity"": 0.9103311683773916, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.0040132144814252636, ""log_fidelity"": -0.0939468243806971, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 1701.5187744276054, ""transfers"": 40.0}","{""fidelity"": 0.9101725766443511, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.004187442888123508, ""log_fidelity"": -0.09412105278739534, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 1736.5139934836852, ""transfers"": 40.0}","{""fidelity"": 0.9101029807934639, ""idle_exposures"": 7.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.0027500040781292066, ""log_fidelity"": -0.09419752016689383, ""log_idle_excitation"": -0.017521911526829338, ""move_batches"": 11.0, ""move_time_us"": 1094.9851500448194, ""transfers"": 24.0}"
qmap154,eb832c5f8f923061439d844842c8a7876f763051b9241b753ac772e69888a63c,"[""rd53_135""]",1,7,134,"{""fidelity"": 0.23621831620082703, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5482741828037768, ""log_coherence_linear"": -0.14893292853905923, ""log_fidelity"": -1.4429988329212626, ""log_idle_excitation"": 0.0, ""move_batches"": 229.0, ""move_time_us"": 21870.64425635051, ""transfers"": 548.0}","{""fidelity"": 0.23610547153044442, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5482741828037768, ""log_coherence_linear"": -0.14941075614571742, ""log_fidelity"": -1.4434766605279208, ""log_idle_excitation"": 0.0, ""move_batches"": 228.0, ""move_time_us"": 21814.876956399232, ""transfers"": 548.0}","{""fidelity"": 0.23015454413813366, ""idle_exposures"": 88.0, ""log_atom_transfer"": -0.38619312876324424, ""log_coherence_linear"": -0.11674395513206674, ""log_fidelity"": -1.4690042646681634, ""log_idle_excitation"": -0.22027545919442598, ""move_batches"": 174.0, ""move_time_us"": 17916.610862723537, ""transfers"": 386.0}"
qmap154,f0db956c320d40de51858d908aa0fe247112cd2c9c82085581052b79ba123d2c,"[""rd73_140""]",1,10,104,"{""fidelity"": 0.31415608379315346, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4162081387707503, ""log_coherence_linear"": -0.16184406925974093, ""log_fidelity"": -1.1578653344344856, ""log_idle_excitation"": 0.0, ""move_batches"": 157.0, ""move_time_us"": 15665.91121357558, ""transfers"": 416.0}","{""fidelity"": 0.30959999612158684, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4162081387707503, ""log_coherence_linear"": -0.1764528846189949, ""log_fidelity"": -1.1724741497937394, ""log_idle_excitation"": 0.0, ""move_batches"": 148.0, ""move_time_us"": 17716.47909276825, ""transfers"": 416.0}","{""fidelity"": 0.31130925864395464, ""idle_exposures"": 82.0, ""log_atom_transfer"": -0.262131087398886, ""log_coherence_linear"": -0.12376956975316057, ""log_fidelity"": -1.1669684601074217, ""log_idle_excitation"": -0.2052566778857151, ""move_batches"": 109.0, ""move_time_us"": 11937.036379504138, ""transfers"": 262.0}"
qmap154,f2f31e619d116aed7be5fcda1e0a22222bbb82cc6791249a4dd8f7fb7ceeefe3,"[""wim_266""]",1,11,427,"{""fidelity"": 0.007329974799113619, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.748874583104018, ""log_coherence_linear"": -0.7880174772227305, ""log_fidelity"": -4.915783201136742, ""log_idle_excitation"": 0.0, ""move_batches"": 719.0, ""move_time_us"": 68749.0546970183, ""transfers"": 1748.0}","{""fidelity"": 0.007292273717090722, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.7528765844383523, ""log_coherence_linear"": -0.7891721609939454, ""log_fidelity"": -4.920939886242292, ""log_idle_excitation"": 0.0, ""move_batches"": 720.0, ""move_time_us"": 68547.30784745706, ""transfers"": 1752.0}","{""fidelity"": 0.007336225568464403, ""idle_exposures"": 283.0, ""log_atom_transfer"": -1.2026014009674082, ""log_coherence_linear"": -0.6226801963098715, ""log_fidelity"": -4.9149307963457805, ""log_idle_excitation"": -0.708385851727529, ""move_batches"": 537.0, ""move_time_us"": 55969.901317489406, ""transfers"": 1202.0}"
qmap154,f3c46f00d6661f719aed8ae0269c2cf50e895946566ba9a84f25a54ea134911d,"[""f2_232""]",1,8,525,"{""fidelity"": 0.003050765041420654, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.1450727152030975, ""log_coherence_linear"": -0.7222616951957477, ""log_fidelity"": -5.792362886563544, ""log_idle_excitation"": 0.0, ""move_batches"": 924.0, ""move_time_us"": 89046.4370613079, ""transfers"": 2144.0}","{""fidelity"": 0.00303634637419843, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.1490747165374318, ""log_coherence_linear"": -0.7229971442561127, ""log_fidelity"": -5.797100336958243, ""log_idle_excitation"": 0.0, ""move_batches"": 919.0, ""move_time_us"": 89023.87618978412, ""transfers"": 2148.0}","{""fidelity"": 0.0029545283542280407, ""idle_exposures"": 340.0, ""log_atom_transfer"": -1.4927464977066334, ""log_coherence_linear"": -0.554486589966654, ""log_fidelity"": -5.824416250261305, ""log_idle_excitation"": -0.8510642741602822, ""move_batches"": 680.0, ""move_time_us"": 70947.72494576214, ""transfers"": 1492.0}"
qmap154,f42ebeaf660df39d4e1ffb31f0acaa52f76b35b6cae60b9e161b163b3a0ef143,"[""mod5adder_127""]",1,6,239,"{""fidelity"": 0.07811341889972387, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.9804903269118637, ""log_coherence_linear"": -0.23698547823461796, ""log_fidelity"": -2.5495934199974566, ""log_idle_excitation"": 0.0, ""move_batches"": 431.0, ""move_time_us"": 41227.38632175701, ""transfers"": 980.0}","{""fidelity"": 0.07836849389836191, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.9844923282461978, ""log_coherence_linear"": -0.22972335283869627, ""log_fidelity"": -2.5463332959358693, ""log_idle_excitation"": 0.0, ""move_batches"": 418.0, ""move_time_us"": 39387.107376110376, ""transfers"": 984.0}","{""fidelity"": 0.0752201323139989, ""idle_exposures"": 163.0, ""log_atom_transfer"": -0.6663332221666339, ""log_coherence_linear"": -0.1832362646300701, ""log_fidelity"": -2.587336366914654, ""log_idle_excitation"": -0.40801022555331173, ""move_batches"": 307.0, ""move_time_us"": 32926.296018076275, ""transfers"": 666.0}"
qmap154,f4b1830ec59011bb4fe7f2f552e3806d7023f74c8b0fd7e7126a5399b35ceca3,"[""alu-v1_29""]",1,5,17,"{""fidelity"": 0.8285159177368961, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.013564596616043941, ""log_fidelity"": -0.18811922958204133, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3063.3097477521756, ""transfers"": 80.0}","{""fidelity"": 0.8289224271679358, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.013074069242352517, ""log_fidelity"": -0.1876287022083499, ""log_idle_excitation"": 0.0, ""move_batches"": 30.0, ""move_time_us"": 2864.5430239856755, ""transfers"": 80.0}","{""fidelity"": 0.8328552931836507, ""idle_exposures"": 12.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.01031918466389575, ""log_fidelity"": -0.18289536957264174, ""log_idle_excitation"": -0.03003756261742172, ""move_batches"": 21.0, ""move_time_us"": 2100.0086380992957, ""transfers"": 48.0}"
qmap154,f571e6b12d8e59cb4772af85d23a3ab1679b8b21df2bf9532f95989fedda1371,"[""misex1_241""]",1,15,2100,"{""fidelity"": 2.026768188969607e-12, ""idle_exposures"": 0.0, ""log_atom_transfer"": -8.480240827454038, ""log_coherence_linear"": -6.746324199581803, ""log_fidelity"": -26.924578616631624, ""log_idle_excitation"": 0.0, ""move_batches"": 3723.0, ""move_time_us"": 361883.5411073375, ""transfers"": 8476.0}","{""fidelity"": 2.018190588139657e-12, ""idle_exposures"": 0.0, ""log_atom_transfer"": -8.49224683145704, ""log_coherence_linear"": -6.738559333330701, ""log_fidelity"": -26.92881975438352, ""log_idle_excitation"": 0.0, ""move_batches"": 3708.0, ""move_time_us"": 361087.9517975192, ""transfers"": 8488.0}","{""fidelity"": 5.690413266355979e-12, ""idle_exposures"": 1362.0, ""log_atom_transfer"": -5.958979986823531, ""log_coherence_linear"": -4.827445543096789, ""log_fidelity"": -25.892238240136727, ""log_idle_excitation"": -3.4092633570773656, ""move_batches"": 2708.0, ""move_time_us"": 277193.9911735479, ""transfers"": 5956.0}"
qmap154,f84dd3828bcf2684305f19cf03ec4cb40c22d74e2b41f5714593f6bd3f483ae9,"[""4_49_16""]",1,5,97,"{""fidelity"": 0.3607040729572892, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.40420213476774786, ""log_coherence_linear"": -0.07677083109556071, ""log_fidelity"": -1.019697399322453, ""log_idle_excitation"": 0.0, ""move_batches"": 181.0, ""move_time_us"": 17029.227268008213, ""transfers"": 404.0}","{""fidelity"": 0.35922801207528, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.408204136102082, ""log_coherence_linear"": -0.07686939141413202, ""log_fidelity"": -1.0237979609753585, ""log_idle_excitation"": 0.0, ""move_batches"": 179.0, ""move_time_us"": 16810.345987514997, ""transfers"": 408.0}","{""fidelity"": 0.3558298231236555, ""idle_exposures"": 66.0, ""log_atom_transfer"": -0.27013509006755426, ""log_coherence_linear"": -0.05923656943148272, ""log_fidelity"": -1.033302687354001, ""log_idle_excitation"": -0.16520659439581947, ""move_batches"": 127.0, ""move_time_us"": 13314.483486765539, ""transfers"": 270.0}"
